사용일자,호선명,역명,승차총승객수,하차총승객수,등록일자
20200925,우이신설선,4.19민주묘지,2714,2619,20200928
20200925,경원선,가능,6474,6036,20200928
20200925,3호선,가락시장,9713,9810,20200928
20200925,8호선,가락시장,8481,9887,20200928
20200925,경부선,가산디지털단지,17593,20361,20200928
20200925,7호선,가산디지털단지,44648,45130,20200928
20200925,9호선,가양,19639,18832,20200928
20200925,우이신설선,가오리,3859,3757,20200928
20200925,경의선,가좌,5154,4739,20200928
20200925,분당선,가천대,7086,7540,20200928
20200925,경춘선,가평,1539,1698,20200928
20200925,경인선,간석,5722,5453,20200928
20200925,경춘선,갈매,3030,2565,20200928
20200925,2호선,강남,80603,83610,20200928
20200925,7호선,강남구청,15709,17768,20200928
20200925,분당선,강남구청,9419,10953,20200928
20200925,5호선,강동,18761,16925,20200928
20200925,8호선,강동구청,10308,10415,20200928
20200925,경의선,강매,3018,2496,20200928
20200925,2호선,강변(동서울터미널),31012,30852,20200928
20200925,경춘선,강촌,384,437,20200928
20200925,5호선,개롱,6282,6355,20200928
20200925,경인선,개봉,21422,21664,20200928
20200925,분당선,개포동,3463,3523,20200928
20200925,9호선,개화,2601,1856,20200928
20200925,5호선,개화산,5183,4788,20200928
20200925,5호선,거여,7872,7344,20200928
20200925,7호선,건대입구,11887,12676,20200928
20200925,2호선,건대입구,33467,37866,20200928
20200925,공항철도 1호선,검암,7215,7017,20200928
20200925,경강선,경기광주,6927,6495,20200928
20200925,과천선,경마공원,1186,1159,20200928
20200925,3호선,경복궁(정부서울청사),17994,17717,20200928
20200925,3호선,경찰병원,7357,7321,20200928
20200925,공항철도 1호선,계양,9269,8300,20200928
20200925,5호선,고덕,8785,8403,20200928
20200925,6호선,고려대(종암),8004,7571,20200928
20200925,수인선,고색,2420,2386,20200928
20200925,9호선,고속터미널,11515,15195,20200928
20200925,3호선,고속터미널,39502,40954,20200928
20200925,7호선,고속터미널,14755,12782,20200928
20200925,안산선,고잔,8235,7977,20200928
20200925,경의선,곡산,552,572,20200928
20200925,경강선,곤지암,2119,2028,20200928
20200925,공항철도 1호선,공덕,2053,2645,20200928
20200925,경의선,공덕,3247,3063,20200928
20200925,6호선,공덕,18268,18022,20200928
20200925,5호선,공덕,13895,15068,20200928
20200925,7호선,공릉(서울과학기술대),11654,11593,20200928
20200925,9호선,공항시장,2799,3009,20200928
20200925,공항철도 1호선,공항화물청사,2222,2424,20200928
20200925,과천선,과천,4964,4319,20200928
20200925,경부선,관악,7165,6506,20200928
20200925,5호선,광나루(장신대),12852,11340,20200928
20200925,경부선,광명,3047,2820,20200928
20200925,7호선,광명사거리,23123,22548,20200928
20200925,경원선,광운대,8144,7611,20200928
20200925,5호선,광화문(세종문화회관),28221,29944,20200928
20200925,6호선,광흥창(서강),8503,8147,20200928
20200925,3호선,교대(법원.검찰청),14371,9269,20200928
20200925,2호선,교대(법원.검찰청),33863,38874,20200928
20200925,경부선,구로,18989,19653,20200928
20200925,2호선,구로디지털단지,60539,59862,20200928
20200925,분당선,구룡,1832,1662,20200928
20200925,중앙선,구리,13415,13544,20200928
20200925,9호선,구반포,2647,2767,20200928
20200925,6호선,구산,7174,5496,20200928
20200925,분당선,구성,4911,4845,20200928
20200925,2호선,구의(광진구청),23296,22388,20200928
20200925,경인선,구일,6234,6315,20200928
20200925,3호선,구파발,20528,19107,20200928
20200925,중앙선,국수,754,744,20200928
20200925,9호선,국회의사당,15330,15672,20200928
20200925,5호선,군자(능동),10786,11851,20200928
20200925,7호선,군자(능동),14168,11163,20200928
20200925,경부선,군포,7616,7564,20200928
20200925,경춘선,굴봉산,157,134,20200928
20200925,7호선,굴포천,8431,8745,20200928
20200925,5호선,굽은다리(강동구민회관앞),9100,8495,20200928
20200925,경춘선,금곡,1536,1441,20200928
20200925,경의선,금릉,4231,4226,20200928
20200925,경부선,금정,25426,25752,20200928
20200925,경부선,금천구청,11456,11332,20200928
20200925,경의선,금촌,6140,6032,20200928
20200925,3호선,금호,8238,7553,20200928
20200925,분당선,기흥,9265,8628,20200928
20200925,5호선,길동,7539,7944,20200928
20200925,4호선,길음,20339,19139,20200928
20200925,경춘선,김유정,250,271,20200928
20200925,9호선,김포공항,6906,10778,20200928
20200925,공항철도 1호선,김포공항,9699,6130,20200928
20200925,5호선,김포공항,6272,6496,20200928
20200925,5호선,까치산,28817,27086,20200928
20200925,7호선,까치울,7737,7196,20200928
20200925,2호선,낙성대(강감찬),27911,25544,20200928
20200925,7호선,남구로,15732,16754,20200928
20200925,수인선,남동인더스파크,2216,2528,20200928
20200925,3호선,남부터미널(예술의전당),28822,29329,20200928
20200925,7호선,남성,11427,10188,20200928
20200925,경부선,남영,9906,10255,20200928
20200925,경춘선,남춘천,2117,2053,20200928
20200925,4호선,남태령,1221,936,20200928
20200925,8호선,남한산성입구(성남법원.검찰청),13568,12021,20200928
20200925,7호선,내방,14573,14522,20200928
20200925,9호선,노들,4576,3823,20200928
20200925,9호선,노량진,24025,23567,20200928
20200925,경부선,노량진,8626,8908,20200928
20200925,7호선,노원,18620,20504,20200928
20200925,4호선,노원,18681,21728,20200928
20200925,3호선,녹번,14633,12899,20200928
20200925,6호선,녹사평(용산구청),4947,5018,20200928
20200925,경원선,녹양,4635,4358,20200928
20200925,경원선,녹천,4599,3799,20200928
20200925,7호선,논현,19981,22556,20200928
20200925,경의선,능곡,3670,3345,20200928
20200925,8호선,단대오거리,9901,9005,20200928
20200925,수인선,달월,73,68,20200928
20200925,5호선,답십리,15815,14288,20200928
20200925,4호선,당고개,12572,11361,20200928
20200925,2호선,당산,19448,22463,20200928
20200925,9호선,당산,18151,17591,20200928
20200925,경부선,당정,6198,5885,20200928
20200925,일산선,대곡,1867,1407,20200928
20200925,과천선,대공원,2238,2418,20200928
20200925,7호선,대림(구로구청),7830,7937,20200928
20200925,2호선,대림(구로구청),24685,24894,20200928
20200925,분당선,대모산입구,3373,3163,20200928
20200925,경부선,대방,12708,12814,20200928
20200925,경춘선,대성리,473,482,20200928
20200925,안산선,대야미,5103,4499,20200928
20200925,3호선,대청,9654,8603,20200928
20200925,3호선,대치,10523,10459,20200928
20200925,일산선,대화,12831,10113,20200928
20200925,6호선,대흥(서강대앞),7774,7973,20200928
20200925,경원선,덕계,2635,2349,20200928
20200925,중앙선,덕소,5806,5703,20200928
20200925,경원선,덕정,5565,5268,20200928
20200925,분당선,도곡,6494,6334,20200928
20200925,3호선,도곡,5202,5227,20200928
20200925,중앙선,도농,9986,8961,20200928
20200925,2호선,도림천,1275,1312,20200928
20200925,경원선,도봉,6236,5985,20200928
20200925,7호선,도봉산,8979,10310,20200928
20200925,경원선,도봉산,7636,4794,20200928
20200925,중앙선,도심,2500,1928,20200928
20200925,경인선,도원,3364,3397,20200928
20200925,경인선,도화,3709,3240,20200928
20200925,3호선,독립문,7192,7345,20200928
20200925,6호선,독바위,2834,2938,20200928
20200925,경부선,독산,16493,17367,20200928
20200925,6호선,돌곶이,8433,7659,20200928
20200925,1호선,동대문,11137,10920,20200928
20200925,4호선,동대문,19863,20256,20200928
20200925,4호선,동대문역사문화공원(DDP),14146,13572,20200928
20200925,2호선,동대문역사문화공원(DDP),11660,13439,20200928
20200925,5호선,동대문역사문화공원(DDP),2754,3224,20200928
20200925,3호선,동대입구,7056,7347,20200928
20200925,경원선,동두천,2039,2396,20200928
20200925,경원선,동두천중앙,3162,3167,20200928
20200925,6호선,동묘앞,7713,7868,20200928
20200925,1호선,동묘앞,8224,8596,20200928
20200925,경인선,동암,15335,15319,20200928
20200925,경인선,동인천,13666,12892,20200928
20200925,4호선,동작(현충원),2626,2727,20200928
20200925,9호선,동작(현충원),1713,1339,20200928
20200925,경부선,두정,5093,4805,20200928
20200925,5호선,둔촌동,8136,8084,20200928
20200925,9호선2~3단계,둔촌오륜,1082,928,20200928
20200925,9호선,등촌,10635,10343,20200928
20200925,6호선,디지털미디어시티,13411,14296,20200928
20200925,경의선,디지털미디어시티,2372,2202,20200928
20200925,공항철도 1호선,디지털미디어시티,13270,11605,20200928
20200925,2호선,뚝섬,19921,21536,20200928
20200925,7호선,뚝섬유원지,8244,8061,20200928
20200925,5호선,마곡,8770,8354,20200928
20200925,9호선,마곡나루(서울식물원),10185,10291,20200928
20200925,공항철도 1호선,마곡나루(서울식물원),7334,6874,20200928
20200925,일산선,마두,7308,7627,20200928
20200925,7호선,마들,11970,11115,20200928
20200925,경춘선,마석,3767,3631,20200928
20200925,5호선,마장,5862,5442,20200928
20200925,5호선,마천,5720,5462,20200928
20200925,5호선,마포,13661,14584,20200928
20200925,6호선,마포구청,13886,12037,20200928
20200925,중앙선,망우,7540,7239,20200928
20200925,6호선,망원,13904,15505,20200928
20200925,경원선,망월사,7267,7240,20200928
20200925,분당선,망포,13851,12525,20200928
20200925,분당선,매교,2815,2797,20200928
20200925,3호선,매봉,11778,11189,20200928
20200925,분당선,매탄권선,4726,4366,20200928
20200925,7호선,먹골,10040,9620,20200928
20200925,7호선,면목,15402,14668,20200928
20200925,4호선,명동,17262,18126,20200928
20200925,5호선,명일,8267,8484,20200928
20200925,경부선,명학,8907,8787,20200928
20200925,8호선,모란,4112,3206,20200928
20200925,분당선,모란,19394,19521,20200928
20200925,5호선,목동,16959,18504,20200928
20200925,8호선,몽촌토성(평화의문),5242,5567,20200928
20200925,3호선,무악재,3864,3888,20200928
20200925,2호선,문래,20609,21681,20200928
20200925,경의선,문산,4783,5019,20200928
20200925,8호선,문정,21037,21893,20200928
20200925,분당선,미금,15129,16115,20200928
20200925,5호선,미사,11342,11132,20200928
20200925,4호선,미아(서울사이버대학),15334,14483,20200928
20200925,4호선,미아사거리,28005,27266,20200928
20200925,안산선,반월,4430,4174,20200928
20200925,7호선,반포,6055,5800,20200928
20200925,5호선,발산,17451,18541,20200928
20200925,2호선,방배,17361,17793,20200928
20200925,5호선,방이,6698,6965,20200928
20200925,경원선,방학,9610,9241,20200928
20200925,5호선,방화,6681,6237,20200928
20200925,장항선,배방,990,904,20200928
20200925,경의선,백마,6557,6073,20200928
20200925,일산선,백석,9888,9916,20200928
20200925,경춘선,백양리,77,79,20200928
20200925,경인선,백운,7195,6940,20200928
20200925,6호선,버티고개,2310,2183,20200928
20200925,과천선,범계,24532,24417,20200928
20200925,경춘선,별내,2677,2561,20200928
20200925,경부선,병점,13399,12961,20200928
20200925,7호선,보라매,9536,9346,20200928
20200925,6호선,보문,7233,6637,20200928
20200925,우이신설선,보문,1495,1469,20200928
20200925,경원선,보산,1870,1468,20200928
20200925,분당선,보정,2365,2050,20200928
20200925,8호선,복정,10283,8694,20200928
20200925,분당선,복정,1,0,20200928
20200925,장항선,봉명,1090,1050,20200928
20200925,9호선2~3단계,봉은사,14162,14364,20200928
20200925,2호선,봉천,24705,21877,20200928
20200925,6호선,봉화산(서울의료원),8922,8121,20200928
20200925,경인선,부개,8368,7740,20200928
20200925,경강선,부발,2089,1541,20200928
20200925,경인선,부천,32134,33199,20200928
20200925,7호선,부천시청,12471,12329,20200928
20200925,7호선,부천종합운동장,4411,3762,20200928
20200925,경인선,부평,28717,31913,20200928
20200925,7호선,부평구청,11278,9147,20200928
20200925,우이신설선,북한산보국문,5655,5250,20200928
20200925,우이신설선,북한산우이,2386,2217,20200928
20200925,6호선,불광,4395,4465,20200928
20200925,3호선,불광,16467,17364,20200928
20200925,7호선,사가정,16352,16003,20200928
20200925,2호선,사당,36637,40714,20200928
20200925,4호선,사당,24117,20980,20200928
20200925,경춘선,사릉,3477,3321,20200928
20200925,수인선,사리,3179,3021,20200928
20200925,9호선,사평,3100,2963,20200928
20200925,안산선,산본,15799,17076,20200928
20200925,8호선,산성,6870,6666,20200928
20200925,4호선,삼각지,4634,5281,20200928
20200925,6호선,삼각지,5621,4841,20200928
20200925,경강선,삼동,2247,1969,20200928
20200925,7호선,삼산체육관,4611,4087,20200928
20200925,2호선,삼성(무역센터),48795,49846,20200928
20200925,9호선2~3단계,삼성중앙,6675,6835,20200928
20200925,일산선,삼송,17826,17109,20200928
20200925,우이신설선,삼양,1973,2066,20200928
20200925,우이신설선,삼양사거리,2345,2394,20200928
20200925,9호선2~3단계,삼전,6178,5951,20200928
20200925,분당선,상갈,5251,4885,20200928
20200925,4호선,상계,19138,17404,20200928
20200925,7호선,상도,10471,9813,20200928
20200925,7호선,상동,12224,12890,20200928
20200925,안산선,상록수,16522,15968,20200928
20200925,중앙선,상봉(시외버스터미널),5961,5797,20200928
20200925,7호선,상봉(시외버스터미널),16858,16092,20200928
20200925,6호선,상수,7675,9370,20200928
20200925,2호선,상왕십리,13728,13034,20200928
20200925,6호선,상월곡(한국과학기술연구원),6141,5325,20200928
20200925,5호선,상일동,15699,13359,20200928
20200925,경춘선,상천,356,354,20200928
20200925,6호선,새절(신사),12731,11615,20200928
20200925,9호선,샛강,5126,5533,20200928
20200925,경의선,서강대,1960,1864,20200928
20200925,5호선,서대문,17079,17208,20200928
20200925,경부선,서동탄,1582,1387,20200928
20200925,경원선,서빙고,1944,1707,20200928
20200925,2호선,서울대입구(관악구청),47965,46413,20200928
20200925,분당선,서울숲,9353,9323,20200928
20200925,경의선,서울역,3985,5000,20200928
20200925,경부선,서울역,5133,1351,20200928
20200925,4호선,서울역,10629,15118,20200928
20200925,공항철도 1호선,서울역,7193,6534,20200928
20200925,1호선,서울역,40996,39671,20200928
20200925,경부선,서정리,5819,5169,20200928
20200925,2호선,서초,21147,20797,20200928
20200925,분당선,서현,23673,24474,20200928
20200925,6호선,석계,12418,12420,20200928
20200925,경원선,석계,8329,9498,20200928
20200925,경부선,석수,10332,8733,20200928
20200925,9호선2~3단계,석촌,7447,6444,20200928
20200925,8호선,석촌,7424,8730,20200928
20200925,9호선2~3단계,석촌고분,5283,5079,20200928
20200925,2호선,선릉,54024,48524,20200928
20200925,분당선,선릉,12928,19922,20200928
20200925,과천선,선바위,9068,7651,20200928
20200925,9호선,선유도,7053,6891,20200928
20200925,분당선,선정릉,8002,8610,20200928
20200925,9호선2~3단계,선정릉,9056,9849,20200928
20200925,경부선,성균관대,14237,13609,20200928
20200925,2호선,성수,32170,36418,20200928
20200925,우이신설선,성신여대입구(돈암),3027,3353,20200928
20200925,4호선,성신여대입구(돈암),19580,19045,20200928
20200925,경부선,성환,3644,3342,20200928
20200925,경부선,세류,2917,2818,20200928
20200925,경부선,세마,2554,2277,20200928
20200925,경강선,세종대왕릉,253,253,20200928
20200925,수인선,소래포구,5382,5441,20200928
20200925,경인선,소사,9323,8810,20200928
20200925,경원선,소요산,2781,2479,20200928
20200925,우이신설선,솔밭공원,2315,2174,20200928
20200925,우이신설선,솔샘,5499,4933,20200928
20200925,경인선,송내,27186,26907,20200928
20200925,수인선,송도,2474,2184,20200928
20200925,5호선,송정,6867,6329,20200928
20200925,경부선,송탄,4275,3912,20200928
20200925,8호선,송파,8049,7811,20200928
20200925,9호선2~3단계,송파나루,4039,4305,20200928
20200925,분당선,수내,12605,12597,20200928
20200925,7호선,수락산,12297,11833,20200928
20200925,안산선,수리산,4323,3322,20200928
20200925,경의선,수색,2465,2447,20200928
20200925,분당선,수서,13584,14504,20200928
20200925,3호선,수서,17043,17210,20200928
20200925,경부선,수원,33051,36248,20200928
20200925,분당선,수원,8046,6402,20200928
20200925,분당선,수원시청,11698,14094,20200928
20200925,4호선,수유(강북구청),33580,33337,20200928
20200925,8호선,수진,4926,4497,20200928
20200925,4호선,숙대입구(갈월),13089,12898,20200928
20200925,7호선,숭실대입구(살피재),12270,11909,20200928
20200925,수인선,숭의,3706,3429,20200928
20200925,1호선,시청,19985,20151,20200928
20200925,2호선,시청,22748,22235,20200928
20200925,분당선,신갈,4315,4148,20200928
20200925,5호선,신금호,6311,6243,20200928
20200925,경부선,신길,9434,7771,20200928
20200925,5호선,신길,3690,3921,20200928
20200925,안산선,신길온천,1612,1454,20200928
20200925,경춘선,신내,1576,1600,20200928
20200925,9호선,신논현,30242,31908,20200928
20200925,2호선,신답,1512,1629,20200928
20200925,2호선,신당,13743,13892,20200928
20200925,6호선,신당,7771,8192,20200928
20200925,2호선,신대방,26209,24592,20200928
20200925,7호선,신대방삼거리,16334,15292,20200928
20200925,2호선,신도림,49072,48199,20200928
20200925,경부선,신도림,3975,4161,20200928
20200925,경강선,신둔도예촌,1132,1043,20200928
20200925,2호선,신림,62916,60102,20200928
20200925,9호선,신목동,3836,3386,20200928
20200925,9호선,신반포,2921,2940,20200928
20200925,9호선,신방화,6619,6277,20200928
20200925,3호선,신사,29433,33138,20200928
20200925,우이신설선,신설동,2253,2170,20200928
20200925,1호선,신설동,14016,14008,20200928
20200925,2호선,신설동,3189,3019,20200928
20200925,4호선,신용산,14891,15902,20200928
20200925,중앙선,신원,315,272,20200928
20200925,경원선,신이문,8731,7881,20200928
20200925,5호선,신정(은행정),14005,10509,20200928
20200925,2호선,신정네거리,9661,9968,20200928
20200925,7호선,신중동,13969,13952,20200928
20200925,장항선,신창(순천향대),1773,1222,20200928
20200925,경의선,신촌,784,989,20200928
20200925,2호선,신촌,30704,32743,20200928
20200925,수인선,신포,1694,1799,20200928
20200925,7호선,신풍,11008,10326,20200928
20200925,8호선,신흥,4390,4623,20200928
20200925,4호선,쌍문,29417,26123,20200928
20200925,장항선,쌍용(나사렛대),1986,1679,20200928
20200925,장항선,아산,2698,2713,20200928
20200925,중앙선,아신,549,589,20200928
20200925,5호선,아차산(어린이대공원후문),14106,13534,20200928
20200925,2호선,아현,10258,9596,20200928
20200925,3호선,안국,18190,19063,20200928
20200925,안산선,안산,11417,10227,20200928
20200925,6호선,안암(고대병원앞),10258,10121,20200928
20200925,경부선,안양,21715,22083,20200928
20200925,8호선,암사,18489,15889,20200928
20200925,3호선,압구정,32258,35453,20200928
20200925,분당선,압구정로데오,17258,20816,20200928
20200925,5호선,애오개,6924,6819,20200928
20200925,경의선,야당,5626,5450,20200928
20200925,수인선,야목,193,192,20200928
20200925,분당선,야탑,24904,25912,20200928
20200925,3호선,약수,13238,13000,20200928
20200925,6호선,약수,3539,3556,20200928
20200925,중앙선,양수,1798,1947,20200928
20200925,중앙선,양원,1820,1754,20200928
20200925,3호선,양재(서초구청),39188,41396,20200928
20200925,중앙선,양정,890,768,20200928
20200925,경원선,양주,7741,7103,20200928
20200925,2호선,양천구청,6576,6924,20200928
20200925,9호선,양천향교,9131,9084,20200928
20200925,중앙선,양평,2556,2630,20200928
20200925,5호선,양평,7144,7049,20200928
20200925,7호선,어린이대공원(세종대),11227,10830,20200928
20200925,수인선,어천,496,419,20200928
20200925,9호선2~3단계,언주,9435,9513,20200928
20200925,5호선,여의나루,7045,7367,20200928
20200925,9호선,여의도,22521,21469,20200928
20200925,5호선,여의도,24260,25825,20200928
20200925,경강선,여주,1809,1873,20200928
20200925,경인선,역곡,27072,26625,20200928
20200925,2호선,역삼,46473,51824,20200928
20200925,6호선,역촌,3784,4261,20200928
20200925,수인선,연수,4352,4365,20200928
20200925,3호선,연신내,37677,35228,20200928
20200925,9호선,염창,16737,15993,20200928
20200925,경부선,영등포,37514,40386,20200928
20200925,5호선,영등포구청,4021,4048,20200928
20200925,2호선,영등포구청,22368,22799,20200928
20200925,5호선,영등포시장,8644,8907,20200928
20200925,공항철도 1호선,영종,2742,2915,20200928
20200925,분당선,영통,8088,8399,20200928
20200925,3호선,오금,6126,5454,20200928
20200925,5호선,오금,3702,3590,20200928
20200925,경인선,오류동,11684,10830,20200928
20200925,분당선,오리,11609,9939,20200928
20200925,5호선,오목교(목동운동장앞),21755,23885,20200928
20200925,수인선,오목천,2182,1887,20200928
20200925,중앙선,오빈,275,298,20200928
20200925,경부선,오산,9130,8781,20200928
20200925,경부선,오산대,3255,2996,20200928
20200925,안산선,오이도,8577,8438,20200928
20200925,3호선,옥수,9205,9505,20200928
20200925,경원선,옥수,60,19,20200928
20200925,경인선,온수(성공회대입구),6836,6457,20200928
20200925,7호선,온수(성공회대입구),10763,9820,20200928
20200925,장항선,온양온천,3110,3250,20200928
20200925,5호선,올림픽공원(한국체대),4218,3492,20200928
20200925,9호선2~3단계,올림픽공원(한국체대),5472,5279,20200928
20200925,경원선,왕십리(성동구청),13659,15952,20200928
20200925,2호선,왕십리(성동구청),16013,13516,20200928
20200925,5호선,왕십리(성동구청),4338,5016,20200928
20200925,경원선,외대앞,7528,7097,20200928
20200925,2호선,용답,2501,2396,20200928
20200925,2호선,용두(동대문구청),2424,2569,20200928
20200925,7호선,용마산(용마폭포공원),5969,5592,20200928
20200925,중앙선,용문,2797,2908,20200928
20200925,경부선,용산,31587,32375,20200928
20200925,5호선,우장산,14218,13696,20200928
20200925,중앙선,운길산,838,743,20200928
20200925,공항철도 1호선,운서,5887,5781,20200928
20200925,경의선,운정,5972,5722,20200928
20200925,일산선,원당,11078,10312,20200928
20200925,중앙선,원덕,347,354,20200928
20200925,수인선,원인재,4348,4298,20200928
20200925,일산선,원흥,9253,8475,20200928
20200925,경원선,월계,6372,5890,20200928
20200925,6호선,월곡(동덕여대),11321,10733,20200928
20200925,수인선,월곶,2513,2298,20200928
20200925,6호선,월드컵경기장(성산),5279,5406,20200928
20200925,경의선,월롱,2300,1892,20200928
20200925,3호선,을지로3가,10100,10964,20200928
20200925,2호선,을지로3가,20031,20348,20200928
20200925,5호선,을지로4가,5865,6121,20200928
20200925,2호선,을지로4가,12900,13067,20200928
20200925,2호선,을지로입구,37388,38406,20200928
20200925,경원선,응봉,1762,1477,20200928
20200925,6호선,응암,17461,16644,20200928
20200925,경부선,의왕,8667,8471,20200928
20200925,경원선,의정부,17533,18463,20200928
20200925,2호선,이대,12524,12648,20200928
20200925,분당선,이매,5403,4999,20200928
20200925,경강선,이매,1032,897,20200928
20200925,7호선,이수,15350,15519,20200928
20200925,경강선,이천,2395,2480,20200928
20200925,4호선,이촌(국립중앙박물관),6731,7520,20200928
20200925,경원선,이촌(국립중앙박물관),4013,2935,20200928
20200925,6호선,이태원,8949,10145,20200928
20200925,과천선,인덕원,23330,23666,20200928
20200925,수인선,인천,969,1668,20200928
20200925,경인선,인천,3295,2351,20200928
20200925,공항철도 1호선,인천공항1터미널,3219,3605,20200928
20200925,공항철도 1호선,인천공항2터미널,1730,1622,20200928
20200925,수인선,인천논현,5326,5704,20200928
20200925,수인선,인하대,5497,5138,20200928
20200925,경의선,일산,8945,8717,20200928
20200925,3호선,일원,9341,8939,20200928
20200925,경의선,임진강,5,4,20200928
20200925,2호선,잠실(송파구청),61942,61005,20200928
20200925,8호선,잠실(송파구청),12908,15309,20200928
20200925,2호선,잠실나루,14269,13514,20200928
20200925,2호선,잠실새내,19623,20541,20200928
20200925,3호선,잠원,5455,5314,20200928
20200925,7호선,장승배기,9753,9396,20200928
20200925,7호선,장암,2384,968,20200928
20200925,8호선,장지,17151,16087,20200928
20200925,5호선,장한평,17716,17271,20200928
20200925,우이신설선,정릉,4495,4041,20200928
20200925,일산선,정발산,6885,7264,20200928
20200925,과천선,정부과천청사,8780,8722,20200928
20200925,안산선,정왕,9071,8906,20200928
20200925,분당선,정자,16005,17325,20200928
20200925,1호선,제기동,19536,20288,20200928
20200925,경인선,제물포,10536,9753,20200928
20200925,1호선,종각,33477,33466,20200928
20200925,3호선,종로3가,9072,11437,20200928
20200925,5호선,종로3가,11296,11726,20200928
20200925,1호선,종로3가,24015,22559,20200928
20200925,1호선,종로5가,21684,21929,20200928
20200925,9호선2~3단계,종합운동장,3856,3802,20200928
20200925,2호선,종합운동장,6770,7274,20200928
20200925,경인선,주안,18455,16627,20200928
20200925,일산선,주엽,8494,8658,20200928
20200925,분당선,죽전,13362,14188,20200928
20200925,7호선,중계,14187,12424,20200928
20200925,7호선,중곡,9802,8960,20200928
20200925,경인선,중동,8970,8366,20200928
20200925,중앙선,중랑,5466,5152,20200928
20200925,안산선,중앙,16102,17469,20200928
20200925,9호선2~3단계,중앙보훈병원,8962,7727,20200928
20200925,7호선,중화,10930,10348,20200928
20200925,9호선,증미,7274,7132,20200928
20200925,6호선,증산(명지대앞),9862,9425,20200928
20200925,경부선,지제,2626,2403,20200928
20200925,3호선,지축,3377,3200,20200928
20200925,중앙선,지평,67,70,20200928
20200925,경원선,지행,6404,6372,20200928
20200925,경부선,직산,677,694,20200928
20200925,경부선,진위,1669,1430,20200928
20200925,4호선,창동,26030,27447,20200928
20200925,6호선,창신,3502,2780,20200928
20200925,경춘선,천마산,1582,1523,20200928
20200925,경부선,천안,4877,4871,20200928
20200925,7호선,천왕,10640,9738,20200928
20200925,5호선,천호(풍납토성),17638,18264,20200928
20200925,8호선,천호(풍납토성),15419,17588,20200928
20200925,7호선,철산,21563,22311,20200928
20200925,6호선,청구,3887,4035,20200928
20200925,5호선,청구,4059,3786,20200928
20200925,7호선,청담,19099,21485,20200928
20200925,공항철도 1호선,청라국제도시,6316,5859,20200928
20200925,경원선,청량리(서울시립대입구),14024,15721,20200928
20200925,1호선,청량리(서울시립대입구),22215,22214,20200928
20200925,분당선,청명,4350,3925,20200928
20200925,경춘선,청평,1618,1699,20200928
20200925,경강선,초월,2927,2727,20200928
20200925,안산선,초지,4455,4553,20200928
20200925,4호선,총신대입구(이수),19209,21044,20200928
20200925,7호선,춘의,9576,9359,20200928
20200925,경춘선,춘천,1331,1125,20200928
20200925,4호선,충무로,25920,27315,20200928
20200925,2호선,충정로(경기대입구),10116,10609,20200928
20200925,5호선,충정로(경기대입구),4781,4663,20200928
20200925,경의선,탄현,7148,6875,20200928
20200925,6호선,태릉입구,5230,5736,20200928
20200925,7호선,태릉입구,8036,7465,20200928
20200925,분당선,태평,13273,12768,20200928
20200925,경춘선,퇴계원,3596,3274,20200928
20200925,경의선,파주,1272,881,20200928
20200925,경강선,판교,3961,3963,20200928
20200925,중앙선,팔당,874,909,20200928
20200925,경춘선,평내호평,5932,5871,20200928
20200925,과천선,평촌,17506,17318,20200928
20200925,경부선,평택,11634,10839,20200928
20200925,경의선,풍산,5088,4804,20200928
20200925,7호선,하계,17110,15612,20200928
20200925,5호선,하남풍산,4296,4323,20200928
20200925,7호선,학동,23513,25502,20200928
20200925,3호선,학여울,1713,1730,20200928
20200925,6호선,한강진,7220,8807,20200928
20200925,경원선,한남,4228,4037,20200928
20200925,안산선,한대앞,8346,8317,20200928
20200925,4호선,한성대입구(삼선교),13763,13266,20200928
20200925,9호선2~3단계,한성백제,2327,2060,20200928
20200925,2호선,한양대,7216,7779,20200928
20200925,분당선,한티,13692,14700,20200928
20200925,2호선,합정,29961,33231,20200928
20200925,6호선,합정,12697,13052,20200928
20200925,5호선,행당,7947,6816,20200928
20200925,경의선,행신,7686,7589,20200928
20200925,4호선,혜화,29421,29644,20200928
20200925,수인선,호구포,3435,3470,20200928
20200925,경의선,홍대입구,1679,1916,20200928
20200925,2호선,홍대입구,47944,54723,20200928
20200925,공항철도 1호선,홍대입구,8368,8959,20200928
20200925,3호선,홍제,17504,16395,20200928
20200925,우이신설선,화계,3214,2998,20200928
20200925,5호선,화곡,27785,25462,20200928
20200925,6호선,화랑대(서울여대입구),11453,8556,20200928
20200925,경부선,화서,7189,6982,20200928
20200925,경의선,화전,1470,1337,20200928
20200925,일산선,화정,16402,16937,20200928
20200925,중앙선,회기,23613,22126,20200928
20200925,경원선,회룡,12147,11896,20200928
20200925,4호선,회현(남대문시장),22064,23434,20200928
20200925,경의선,효창공원앞,2720,3143,20200928
20200925,6호선,효창공원앞,7193,6347,20200928
20200925,9호선,흑석(중앙대입구),7837,8026,20200928
20200924,우이신설선,4.19민주묘지,2593,2510,20200927
20200924,경원선,가능,6190,6039,20200927
20200924,8호선,가락시장,7931,8976,20200927
20200924,3호선,가락시장,9036,8850,20200927
20200924,경부선,가산디지털단지,17205,20233,20200927
20200924,7호선,가산디지털단지,44801,45275,20200927
20200924,9호선,가양,19100,18701,20200927
